Record_Number,Listing_ID,Property_Title,Property_Type,Configuration,Price_2025_INR,Price_in_Lakhs_INR,Area_sqft,Bedrooms,Bathrooms,Price_per_Sqft,Locality,City,Zone,Builder_Owner,Construction_Status,RERA_Status,Facing,Furnishing,Price_2016_INR,Price_2017_INR,Price_2018_INR,Price_2019_INR,Price_2020_INR,Price_2021_INR,Price_2022_INR,Price_2023_INR,Price_2024_INR
85,1786023688-85,Oberoi Realty Avenue Greens,1 BHK Flat,1 BHK,4730000.0,47.3,603.0,1,1,7844.0,Electronic City,Bangalore,North,Oberoi Realty,Under Construction,Yes,West,Fully-Furnished,2838000.0,3074500.0,3311000.0,3547500.0,3784000.0,4020500.0,4257000.0,4493500.0,4635400.0
86,1786023688-86,Hiranandani Group Oasis Estate,2 BHK Flat,2 BHK,8130000.0,81.3,1140.0,2,2,7132.0,Hebbal,Bangalore,East,Hiranandani Group,Under Construction,Yes,North,Semi-Furnished,4878000.0,5284500.0,5691000.0,6097500.0,6504000.0,6910500.0,7317000.0,7723500.0,7967400.0
87,1786023688-87,Lodha Group Solitaire Heights,3 BHK Flat,3 BHK,14630000.0,146.3,1448.0,3,3,10104.0,Yelahanka,Bangalore,Central,Lodha Group,Ready To Move,Yes,East,Fully-Furnished,8778000.0,9509500.0,10241000.0,10972500.0,11704000.0,12435500.0,13167000.0,13898500.0,14337400.0
88,1786023688-88,Aparna Constructions Signature Villas,4 BHK Flat,4 BHK,18250000.0,182.5,2027.0,4,4,9003.0,Sarjapur Road,Bangalore,South,Aparna Constructions,Ready To Move,Yes,West,Fully-Furnished,10950000.0,11862500.0,12775000.0,13687500.0,14600000.0,15512500.0,16425000.0,17337500.0,17885000.0
89,1786023688-89,Brigade Group Crown Towers,5 BHK Villa,5 BHK,18330000.0,183.3,2338.0,5,4,7840.0,Bellandur,Bangalore,West,Brigade Group,Ready To Move,Yes,East,Semi-Furnished,10998000.0,11914500.0,12831000.0,13747500.0,14664000.0,15580500.0,16497000.0,17413500.0,17963400.0
90,1786023688-90,Puravankara Royal Park,1 BHK Flat,1 BHK,6290000.0,62.9,722.0,1,1,8712.0,Thanisandra,Bangalore,North,Puravankara,Ready To Move,Yes,North-East,Unfurnished,3774000.0,4088500.0,4403000.0,4717500.0,5032000.0,5346500.0,5661000.0,5975500.0,6164200.0
91,1786023688-91,Rustomjee Grand Court,2 BHK Flat,2 BHK,8710000.0,87.1,1041.0,2,2,8367.0,Marathahalli,Bangalore,South,Rustomjee,Under Construction,Yes,East,Semi-Furnished,5226000.0,5661500.0,6097000.0,6532500.0,6968000.0,7403500.0,7839000.0,8274500.0,8535800.0
92,1786023688-92,Tata Housing Emerald Gardens,3 BHK Flat,3 BHK,13590000.0,135.9,1530.0,3,3,8882.0,Jayanagar,Bangalore,Central,Tata Housing,Under Construction,Yes,North,Semi-Furnished,8154000.0,8833500.0,9513000.0,10192500.0,10872000.0,11551500.0,12231000.0,12910500.0,13318200.0
93,1786023688-93,Mahindra Lifespaces Serene Haven,4 BHK Flat,4 BHK,12900000.0,129.0,1855.0,4,4,6954.0,Rajajinagar,Bangalore,Central,Mahindra Lifespaces,Under Construction,Yes,West,Fully-Furnished,7740000.0,8385000.0,9030000.0,9675000.0,10320000.0,10965000.0,11610000.0,12255000.0,12642000.0
94,1786023688-94,Casagrand Skyline Enclave,5 BHK Villa,5 BHK,21190000.0,211.9,2422.0,5,4,8749.0,Banashankari,Bangalore,East,Casagrand,Under Construction,Yes,East,Unfurnished,12714000.0,13773500.0,14833000.0,15892500.0,16952000.0,18011500.0,19071000.0,20130500.0,20766200.0
95,1786023688-95,Kolte-Patil Imperia Square,1 BHK Flat,1 BHK,5620000.0,56.2,637.0,1,1,8823.0,Malleshwaram,Bangalore,North,Kolte-Patil,Ready To Move,Yes,East,Unfurnished,3372000.0,3653000.0,3934000.0,4215000.0,4496000.0,4777000.0,5058000.0,5339000.0,5507600.0
96,1786023688-96,Piramal Realty Elegance Plaza,2 BHK Flat,2 BHK,8990000.0,89.9,989.0,2,2,9090.0,Kaggadasapura,Bangalore,North,Piramal Realty,Ready To Move,Yes,North-East,Unfurnished,5394000.0,5843500.0,6293000.0,6742500.0,7192000.0,7641500.0,8091000.0,8540500.0,8810200.0
97,1786023688-97,Prestige Group Urban Terraces,3 BHK Flat,3 BHK,10760000.0,107.6,1507.0,3,3,7140.0,BTM Layout,Bangalore,East,Prestige Group,Ready To Move,Yes,East,Semi-Furnished,6456000.0,6994000.0,7532000.0,8070000.0,8608000.0,9146000.0,9684000.0,10222000.0,10544800.0
98,1786023688-98,DLF Limited Central Residences,4 BHK Flat,4 BHK,14490000.0,144.9,1893.0,4,4,7655.0,JP Nagar,Bangalore,North,DLF Limited,Ready To Move,Yes,West,Semi-Furnished,8694000.0,9418500.0,10143000.0,10867500.0,11592000.0,12316500.0,13041000.0,13765500.0,14200200.0
99,1786023688-99,Godrej Properties Valley Greens,5 BHK Villa,5 BHK,23160000.0,231.6,2324.0,5,4,9966.0,C V Raman Nagar,Bangalore,South,Godrej Properties,Ready To Move,Yes,North,Fully-Furnished,13896000.0,15054000.0,16212000.0,17370000.0,18528000.0,19686000.0,20844000.0,22002000.0,22696800.0
100,1786023688-100,Sobha Limited Heights Estate,1 BHK Flat,1 BHK,5100000.0,51.0,682.0,1,1,7478.0,Varthur,Bangalore,North,Sobha Limited,Ready To Move,Yes,North,Unfurnished,3060000.0,3315000.0,3570000.0,3825000.0,4080000.0,4335000.0,4590000.0,4845000.0,4998000.0
101,1786023688-101,Oberoi Realty Palms Heights,2 BHK Flat,2 BHK,8850000.0,88.5,1192.0,2,2,7424.0,Whitefield,Bangalore,South,Oberoi Realty,Under Construction,Yes,West,Semi-Furnished,5310000.0,5752500.0,6195000.0,6637500.0,7080000.0,7522500.0,7965000.0,8407500.0,8673000.0
102,1786023688-102,Hiranandani Group Vista Villas,3 BHK Flat,3 BHK,10840000.0,108.4,1570.0,3,3,6904.0,Koramangala,Bangalore,West,Hiranandani Group,Ready To Move,Yes,North-East,Fully-Furnished,6504000.0,7046000.0,7588000.0,8130000.0,8672000.0,9214000.0,9756000.0,10298000.0,10623200.0
103,1786023688-103,Lodha Group Avenue Towers,4 BHK Flat,4 BHK,13810000.0,138.1,1930.0,4,4,7155.0,Indiranagar,Bangalore,East,Lodha Group,Ready To Move,Yes,North-East,Semi-Furnished,8286000.0,8976500.0,9667000.0,10357500.0,11048000.0,11738500.0,12429000.0,13119500.0,13533800.0
104,1786023688-104,Aparna Constructions Oasis Park,5 BHK Villa,5 BHK,22590000.0,225.9,2378.0,5,4,9500.0,HSR Layout,Bangalore,South,Aparna Constructions,Under Construction,Yes,West,Fully-Furnished,13554000.0,14683500.0,15813000.0,16942500.0,18072000.0,19201500.0,20331000.0,21460500.0,22138200.0
105,1786023688-105,Brigade Group Solitaire Court,1 BHK Flat,1 BHK,5430000.0,54.3,627.0,1,1,8660.0,Electronic City,Bangalore,South,Brigade Group,Under Construction,Yes,North,Unfurnished,3258000.0,3529500.0,3801000.0,4072500.0,4344000.0,4615500.0,4887000.0,5158500.0,5321400.0
106,1786023688-106,Puravankara Signature Gardens,2 BHK Flat,2 BHK,10040000.0,100.4,1082.0,2,2,9279.0,Hebbal,Bangalore,East,Puravankara,Under Construction,Yes,North,Semi-Furnished,6024000.0,6526000.0,7028000.0,7530000.0,8032000.0,8534000.0,9036000.0,9538000.0,9839200.0
107,1786023688-107,Rustomjee Crown Haven,3 BHK Flat,3 BHK,13860000.0,138.6,1494.0,3,3,9277.0,Yelahanka,Bangalore,North,Rustomjee,Under Construction,Yes,North-East,Unfurnished,8316000.0,9009000.0,9702000.0,10395000.0,11088000.0,11781000.0,12474000.0,13167000.0,13582800.0
108,1786023688-108,Tata Housing Royal Enclave,4 BHK Flat,4 BHK,13800000.0,138.0,1988.0,4,4,6942.0,Sarjapur Road,Bangalore,East,Tata Housing,Ready To Move,Yes,West,Unfurnished,8280000.0,8970000.0,9660000.0,10350000.0,11040000.0,11730000.0,12420000.0,13110000.0,13524000.0
109,1786023688-109,Mahindra Lifespaces Grand Square,5 BHK Villa,5 BHK,22210000.0,222.1,2311.0,5,4,9611.0,Bellandur,Bangalore,East,Mahindra Lifespaces,Ready To Move,Yes,East,Unfurnished,13326000.0,14436500.0,15547000.0,16657500.0,17768000.0,18878500.0,19989000.0,21099500.0,21765800.0
110,1786023688-110,Casagrand Emerald Plaza,1 BHK Flat,1 BHK,4460000.0,44.6,501.0,1,1,8902.0,Thanisandra,Bangalore,North,Casagrand,Under Construction,Yes,East,Semi-Furnished,2676000.0,2899000.0,3122000.0,3345000.0,3568000.0,3791000.0,4014000.0,4237000.0,4370800.0
111,1786023688-111,Kolte-Patil Serene Terraces,2 BHK Flat,2 BHK,8460000.0,84.6,1070.0,2,2,7907.0,Marathahalli,Bangalore,South,Kolte-Patil,Ready To Move,Yes,West,Semi-Furnished,5076000.0,5499000.0,5922000.0,6345000.0,6768000.0,7191000.0,7614000.0,8037000.0,8290800.0
112,1786023688-112,Piramal Realty Skyline Residences,3 BHK Flat,3 BHK,15030000.0,150.3,1638.0,3,3,9176.0,Jayanagar,Bangalore,West,Piramal Realty,Under Construction,Yes,North,Fully-Furnished,9018000.0,9769500.0,10521000.0,11272500.0,12024000.0,12775500.0,13527000.0,14278500.0,14729400.0
113,1786023688-113,Prestige Group Imperia Greens,4 BHK Flat,4 BHK,14120000.0,141.2,1921.0,4,4,7350.0,Rajajinagar,Bangalore,West,Prestige Group,Under Construction,Yes,North,Unfurnished,8472000.0,9178000.0,9884000.0,10590000.0,11296000.0,12002000.0,12708000.0,13414000.0,13837600.0
114,1786023688-114,DLF Limited Elegance Estate,5 BHK Villa,5 BHK,20830000.0,208.3,2475.0,5,4,8416.0,Banashankari,Bangalore,West,DLF Limited,Under Construction,Yes,North,Semi-Furnished,12498000.0,13539500.0,14581000.0,15622500.0,16664000.0,17705500.0,18747000.0,19788500.0,20413400.0
115,1786023688-115,Godrej Properties Urban Heights,1 BHK Flat,1 BHK,5090000.0,50.9,717.0,1,1,7099.0,Malleshwaram,Bangalore,South,Godrej Properties,Under Construction,Yes,North-East,Fully-Furnished,3054000.0,3308500.0,3563000.0,3817500.0,4072000.0,4326500.0,4581000.0,4835500.0,4988200.0
116,1786023688-116,Sobha Limited Central Villas,2 BHK Flat,2 BHK,8740000.0,87.4,1174.0,2,2,7445.0,Kaggadasapura,Bangalore,Central,Sobha Limited,Ready To Move,Yes,North,Fully-Furnished,5244000.0,5681000.0,6118000.0,6555000.0,6992000.0,7429000.0,7866000.0,8303000.0,8565200.0
117,1786023688-117,Oberoi Realty Valley Towers,3 BHK Flat,3 BHK,11720000.0,117.2,1537.0,3,3,7625.0,BTM Layout,Bangalore,West,Oberoi Realty,Under Construction,Yes,East,Semi-Furnished,7032000.0,7618000.0,8204000.0,8790000.0,9376000.0,9962000.0,10548000.0,11134000.0,11485600.0
118,1786023688-118,Hiranandani Group Heights Park,4 BHK Flat,4 BHK,18610000.0,186.1,1884.0,4,4,9878.0,JP Nagar,Bangalore,North,Hiranandani Group,Ready To Move,Yes,North-East,Semi-Furnished,11166000.0,12096500.0,13027000.0,13957500.0,14888000.0,15818500.0,16749000.0,17679500.0,18237800.0
119,1786023688-119,Lodha Group Palms Court,5 BHK Villa,5 BHK,17920000.0,179.2,2460.0,5,4,7285.0,C V Raman Nagar,Bangalore,South,Lodha Group,Ready To Move,Yes,West,Unfurnished,10752000.0,11648000.0,12544000.0,13440000.0,14336000.0,15232000.0,16128000.0,17024000.0,17561600.0
120,1786023688-120,Aparna Constructions Vista Gardens,1 BHK Flat,1 BHK,4750000.0,47.5,507.0,1,1,9369.0,Varthur,Bangalore,North,Aparna Constructions,Ready To Move,Yes,North-East,Fully-Furnished,2850000.0,3087500.0,3325000.0,3562500.0,3800000.0,4037500.0,4275000.0,4512500.0,4655000.0
121,1786023688-121,Brigade Group Avenue Haven,2 BHK Flat,2 BHK,11120000.0,111.2,1145.0,2,2,9712.0,Whitefield,Bangalore,East,Brigade Group,Under Construction,Yes,West,Unfurnished,6672000.0,7228000.0,7784000.0,8340000.0,8896000.0,9452000.0,10008000.0,10564000.0,10897600.0
122,1786023688-122,Puravankara Oasis Enclave,3 BHK Flat,3 BHK,13180000.0,131.8,1423.0,3,3,9262.0,Koramangala,Bangalore,East,Puravankara,Under Construction,Yes,North-East,Unfurnished,7908000.0,8567000.0,9226000.0,9885000.0,10544000.0,11203000.0,11862000.0,12521000.0,12916400.0
123,1786023688-123,Rustomjee Solitaire Square,4 BHK Flat,4 BHK,15960000.0,159.6,1918.0,4,4,8321.0,Indiranagar,Bangalore,South,Rustomjee,Under Construction,Yes,East,Unfurnished,9576000.0,10374000.0,11172000.0,11970000.0,12768000.0,13566000.0,14364000.0,15162000.0,15640800.0
124,1786023688-124,Tata Housing Signature Plaza,5 BHK Villa,5 BHK,18540000.0,185.4,2367.0,5,4,7833.0,HSR Layout,Bangalore,Central,Tata Housing,Ready To Move,Yes,West,Unfurnished,11124000.0,12051000.0,12978000.0,13905000.0,14832000.0,15759000.0,16686000.0,17613000.0,18169200.0
125,1786023688-125,Mahindra Lifespaces Crown Terraces,1 BHK Flat,1 BHK,5320000.0,53.2,609.0,1,1,8736.0,Electronic City,Bangalore,East,Mahindra Lifespaces,Ready To Move,Yes,North,Unfurnished,3192000.0,3458000.0,3724000.0,3990000.0,4256000.0,4522000.0,4788000.0,5054000.0,5213600.0
126,1786023688-126,Casagrand Royal Residences,2 BHK Flat,2 BHK,9730000.0,97.3,974.0,2,2,9990.0,Hebbal,Bangalore,Central,Casagrand,Ready To Move,Yes,North-East,Unfurnished,5838000.0,6324500.0,6811000.0,7297500.0,7784000.0,8270500.0,8757000.0,9243500.0,9535400.0
127,1786023688-127,Kolte-Patil Grand Greens,3 BHK Flat,3 BHK,14900000.0,149.0,1502.0,3,3,9920.0,Yelahanka,Bangalore,North,Kolte-Patil,Ready To Move,Yes,West,Unfurnished,8940000.0,9685000.0,10430000.0,11175000.0,11920000.0,12665000.0,13410000.0,14155000.0,14602000.0
128,1786023688-128,Piramal Realty Emerald Estate,4 BHK Flat,4 BHK,14120000.0,141.2,2057.0,4,4,6864.0,Sarjapur Road,Bangalore,Central,Piramal Realty,Under Construction,Yes,North-East,Semi-Furnished,8472000.0,9178000.0,9884000.0,10590000.0,11296000.0,12002000.0,12708000.0,13414000.0,13837600.0
129,1786023688-129,Prestige Group Serene Heights,5 BHK Villa,5 BHK,23920000.0,239.2,2423.0,5,4,9872.0,Bellandur,Bangalore,East,Prestige Group,Under Construction,Yes,North,Fully-Furnished,14352000.0,15548000.0,16744000.0,17940000.0,19136000.0,20332000.0,21528000.0,22724000.0,23441600.0
130,1786023688-130,DLF Limited Skyline Villas,1 BHK Flat,1 BHK,6070000.0,60.7,630.0,1,1,9635.0,Thanisandra,Bangalore,East,DLF Limited,Under Construction,Yes,East,Unfurnished,3642000.0,3945500.0,4249000.0,4552500.0,4856000.0,5159500.0,5463000.0,5766500.0,5948600.0
131,1786023688-131,Godrej Properties Imperia Towers,2 BHK Flat,2 BHK,8670000.0,86.7,1116.0,2,2,7769.0,Marathahalli,Bangalore,South,Godrej Properties,Under Construction,Yes,East,Fully-Furnished,5202000.0,5635500.0,6069000.0,6502500.0,6936000.0,7369500.0,7803000.0,8236500.0,8496600.0
132,1786023688-132,Sobha Limited Elegance Park,3 BHK Flat,3 BHK,10720000.0,107.2,1411.0,3,3,7597.0,Jayanagar,Bangalore,South,Sobha Limited,Under Construction,Yes,North,Semi-Furnished,6432000.0,6968000.0,7504000.0,8040000.0,8576000.0,9112000.0,9648000.0,10184000.0,10505600.0
133,1786023688-133,Oberoi Realty Urban Court,4 BHK Flat,4 BHK,15970000.0,159.7,1872.0,4,4,8531.0,Rajajinagar,Bangalore,East,Oberoi Realty,Ready To Move,Yes,East,Fully-Furnished,9582000.0,10380500.0,11179000.0,11977500.0,12776000.0,13574500.0,14373000.0,15171500.0,15650600.0
134,1786023688-134,Hiranandani Group Central Gardens,5 BHK Villa,5 BHK,20530000.0,205.3,2438.0,5,4,8421.0,Banashankari,Bangalore,North,Hiranandani Group,Under Construction,Yes,North,Fully-Furnished,12318000.0,13344500.0,14371000.0,15397500.0,16424000.0,17450500.0,18477000.0,19503500.0,20119400.0
135,1786023688-135,Lodha Group Valley Haven,1 BHK Flat,1 BHK,5790000.0,57.9,596.0,1,1,9715.0,Malleshwaram,Bangalore,North,Lodha Group,Ready To Move,Yes,West,Fully-Furnished,3474000.0,3763500.0,4053000.0,4342500.0,4632000.0,4921500.0,5211000.0,5500500.0,5674200.0
136,1786023688-136,Aparna Constructions Heights Enclave,2 BHK Flat,2 BHK,7590000.0,75.9,1060.0,2,2,7160.0,Kaggadasapura,Bangalore,North,Aparna Constructions,Under Construction,Yes,North-East,Semi-Furnished,4554000.0,4933500.0,5313000.0,5692500.0,6072000.0,6451500.0,6831000.0,7210500.0,7438200.0
137,1786023688-137,Brigade Group Palms Square,3 BHK Flat,3 BHK,11250000.0,112.5,1459.0,3,3,7711.0,BTM Layout,Bangalore,North,Brigade Group,Ready To Move,Yes,West,Fully-Furnished,6750000.0,7312500.0,7875000.0,8437500.0,9000000.0,9562500.0,10125000.0,10687500.0,11025000.0
138,1786023688-138,Puravankara Vista Plaza,4 BHK Flat,4 BHK,15670000.0,156.7,1927.0,4,4,8132.0,JP Nagar,Bangalore,West,Puravankara,Under Construction,Yes,West,Semi-Furnished,9402000.0,10185500.0,10969000.0,11752500.0,12536000.0,13319500.0,14103000.0,14886500.0,15356600.0
139,1786023688-139,Rustomjee Avenue Terraces,5 BHK Villa,5 BHK,23480000.0,234.8,2521.0,5,4,9314.0,C V Raman Nagar,Bangalore,North,Rustomjee,Ready To Move,Yes,North,Fully-Furnished,14088000.0,15262000.0,16436000.0,17610000.0,18784000.0,19958000.0,21132000.0,22306000.0,23010400.0
140,1786023688-140,Tata Housing Oasis Residences,1 BHK Flat,1 BHK,5360000.0,53.6,529.0,1,1,10132.0,Varthur,Bangalore,East,Tata Housing,Ready To Move,Yes,North,Fully-Furnished,3216000.0,3484000.0,3752000.0,4020000.0,4288000.0,4556000.0,4824000.0,5092000.0,5252800.0
141,1786023688-141,Mahindra Lifespaces Solitaire Greens,2 BHK Flat,2 BHK,9240000.0,92.4,1059.0,2,2,8725.0,Whitefield,Bangalore,South,Mahindra Lifespaces,Under Construction,Yes,West,Unfurnished,5544000.0,6006000.0,6468000.0,6930000.0,7392000.0,7854000.0,8316000.0,8778000.0,9055200.0
142,1786023688-142,Casagrand Signature Estate,3 BHK Flat,3 BHK,15500000.0,155.0,1534.0,3,3,10104.0,Koramangala,Bangalore,Central,Casagrand,Ready To Move,Yes,North-East,Semi-Furnished,9300000.0,10075000.0,10850000.0,11625000.0,12400000.0,13175000.0,13950000.0,14725000.0,15190000.0
143,1786023688-143,Kolte-Patil Crown Heights,4 BHK Flat,4 BHK,14120000.0,141.2,2028.0,4,4,6963.0,Indiranagar,Bangalore,West,Kolte-Patil,Under Construction,Yes,North-East,Unfurnished,8472000.0,9178000.0,9884000.0,10590000.0,11296000.0,12002000.0,12708000.0,13414000.0,13837600.0
144,1786023688-144,Piramal Realty Royal Villas,5 BHK Villa,5 BHK,22260000.0,222.6,2363.0,5,4,9420.0,HSR Layout,Bangalore,Central,Piramal Realty,Ready To Move,Yes,West,Unfurnished,13356000.0,14469000.0,15582000.0,16695000.0,17808000.0,18921000.0,20034000.0,21147000.0,21814800.0
145,1786023688-145,Prestige Group Grand Towers,1 BHK Flat,1 BHK,5840000.0,58.4,633.0,1,1,9226.0,Electronic City,Bangalore,North,Prestige Group,Ready To Move,Yes,North,Semi-Furnished,3504000.0,3796000.0,4088000.0,4380000.0,4672000.0,4964000.0,5256000.0,5548000.0,5723200.0
146,1786023688-146,DLF Limited Emerald Park,2 BHK Flat,2 BHK,9550000.0,95.5,1059.0,2,2,9018.0,Hebbal,Bangalore,East,DLF Limited,Under Construction,Yes,North-East,Fully-Furnished,5730000.0,6207500.0,6685000.0,7162500.0,7640000.0,8117500.0,8595000.0,9072500.0,9359000.0
147,1786023688-147,Godrej Properties Serene Court,3 BHK Flat,3 BHK,12970000.0,129.7,1642.0,3,3,7899.0,Yelahanka,Bangalore,Central,Godrej Properties,Under Construction,Yes,North,Unfurnished,7782000.0,8430500.0,9079000.0,9727500.0,10376000.0,11024500.0,11673000.0,12321500.0,12710600.0
148,1786023688-148,Sobha Limited Skyline Gardens,4 BHK Flat,4 BHK,16020000.0,160.2,2026.0,4,4,7907.0,Sarjapur Road,Bangalore,North,Sobha Limited,Under Construction,Yes,West,Semi-Furnished,9612000.0,10413000.0,11214000.0,12015000.0,12816000.0,13617000.0,14418000.0,15219000.0,15699600.0
149,1786023688-149,Oberoi Realty Imperia Haven,5 BHK Villa,5 BHK,22660000.0,226.6,2513.0,5,4,9017.0,Bellandur,Bangalore,West,Oberoi Realty,Under Construction,Yes,North-East,Unfurnished,13596000.0,14729000.0,15862000.0,16995000.0,18128000.0,19261000.0,20394000.0,21527000.0,22206800.0
150,1786023688-150,Hiranandani Group Elegance Enclave,1 BHK Flat,1 BHK,5760000.0,57.6,739.0,1,1,7794.0,Thanisandra,Bangalore,Central,Hiranandani Group,Under Construction,Yes,East,Semi-Furnished,3456000.0,3744000.0,4032000.0,4320000.0,4608000.0,4896000.0,5184000.0,5472000.0,5644800.0
151,1786023688-151,Lodha Group Urban Square,2 BHK Flat,2 BHK,9320000.0,93.2,1104.0,2,2,8442.0,Marathahalli,Bangalore,North,Lodha Group,Ready To Move,Yes,East,Fully-Furnished,5592000.0,6058000.0,6524000.0,6990000.0,7456000.0,7922000.0,8388000.0,8854000.0,9133600.0
152,1786023688-152,Aparna Constructions Central Plaza,3 BHK Flat,3 BHK,11510000.0,115.1,1420.0,3,3,8106.0,Jayanagar,Bangalore,Central,Aparna Constructions,Under Construction,Yes,West,Fully-Furnished,6906000.0,7481500.0,8057000.0,8632500.0,9208000.0,9783500.0,10359000.0,10934500.0,11279800.0
153,1786023688-153,Brigade Group Valley Terraces,4 BHK Flat,4 BHK,17230000.0,172.3,1908.0,4,4,9030.0,Rajajinagar,Bangalore,South,Brigade Group,Ready To Move,Yes,East,Unfurnished,10338000.0,11199500.0,12061000.0,12922500.0,13784000.0,14645500.0,15507000.0,16368500.0,16885400.0
154,1786023688-154,Puravankara Heights Residences,5 BHK Villa,5 BHK,23160000.0,231.6,2381.0,5,4,9727.0,Banashankari,Bangalore,South,Puravankara,Under Construction,Yes,East,Unfurnished,13896000.0,15054000.0,16212000.0,17370000.0,18528000.0,19686000.0,20844000.0,22002000.0,22696800.0
155,1786023688-155,Rustomjee Palms Greens,1 BHK Flat,1 BHK,4940000.0,49.4,613.0,1,1,8059.0,Malleshwaram,Bangalore,South,Rustomjee,Ready To Move,Yes,North,Semi-Furnished,2964000.0,3211000.0,3458000.0,3705000.0,3952000.0,4199000.0,4446000.0,4693000.0,4841200.0
156,1786023688-156,Tata Housing Vista Estate,2 BHK Flat,2 BHK,8790000.0,87.9,1089.0,2,2,8072.0,Kaggadasapura,Bangalore,Central,Tata Housing,Ready To Move,Yes,North,Unfurnished,5274000.0,5713500.0,6153000.0,6592500.0,7032000.0,7471500.0,7911000.0,8350500.0,8614200.0
157,1786023688-157,Mahindra Lifespaces Avenue Heights,3 BHK Flat,3 BHK,10330000.0,103.3,1433.0,3,3,7209.0,BTM Layout,Bangalore,North,Mahindra Lifespaces,Ready To Move,Yes,North-East,Fully-Furnished,6198000.0,6714500.0,7231000.0,7747500.0,8264000.0,8780500.0,9297000.0,9813500.0,10123400.0
158,1786023688-158,Casagrand Oasis Villas,4 BHK Flat,4 BHK,14770000.0,147.7,1882.0,4,4,7848.0,JP Nagar,Bangalore,Central,Casagrand,Ready To Move,Yes,North,Semi-Furnished,8862000.0,9600500.0,10339000.0,11077500.0,11816000.0,12554500.0,13293000.0,14031500.0,14474600.0
159,1786023688-159,Kolte-Patil Solitaire Towers,5 BHK Villa,5 BHK,16810000.0,168.1,2440.0,5,4,6889.0,C V Raman Nagar,Bangalore,Central,Kolte-Patil,Ready To Move,Yes,East,Fully-Furnished,10086000.0,10926500.0,11767000.0,12607500.0,13448000.0,14288500.0,15129000.0,15969500.0,16473800.0
160,1786023688-160,Piramal Realty Signature Park,1 BHK Flat,1 BHK,4820000.0,48.2,670.0,1,1,7194.0,Varthur,Bangalore,Central,Piramal Realty,Ready To Move,Yes,North,Semi-Furnished,2892000.0,3133000.0,3374000.0,3615000.0,3856000.0,4097000.0,4338000.0,4579000.0,4723600.0
161,1786023688-161,Prestige Group Crown Court,2 BHK Flat,2 BHK,9300000.0,93.0,1093.0,2,2,8509.0,Whitefield,Bangalore,Central,Prestige Group,Ready To Move,Yes,North-East,Semi-Furnished,5580000.0,6045000.0,6510000.0,6975000.0,7440000.0,7905000.0,8370000.0,8835000.0,9114000.0
162,1786023688-162,DLF Limited Royal Gardens,3 BHK Flat,3 BHK,13630000.0,136.3,1420.0,3,3,9599.0,Koramangala,Bangalore,South,DLF Limited,Under Construction,Yes,North-East,Semi-Furnished,8178000.0,8859500.0,9541000.0,10222500.0,10904000.0,11585500.0,12267000.0,12948500.0,13357400.0
